"Code","Date","Start","High","Low","End","Transaction"
000020.KS,20010829,8710.00,8850.00,7900.00,8010.00,1499500
000020.KS,20010830,7800.00,7960.00,7570.00,7950.00,808500
000020.KS,20010831,7600.00,7800.00,7500.00,7500.00,830000
000020.KS,20010903,7410.00,7630.00,7320.00,7400.00,530500
000020.KS,20010904,7420.00,7600.00,7420.00,7580.00,441000
000020.KS,20010905,7610.00,8030.00,7600.00,7680.00,1027500
000020.KS,20010906,7760.00,7850.00,7700.00,7750.00,391500
000020.KS,20010907,7710.00,7970.00,7620.00,7880.00,730500
000020.KS,20010910,7790.00,7940.00,7720.00,7750.00,360000
000020.KS,20010911,7820.00,7920.00,7650.00,7650.00,593500
000020.KS,20010912,6510.00,6780.00,6510.00,6510.00,1198000
000020.KS,20010913,6800.00,6960.00,6650.00,6920.00,1608000
000020.KS,20010914,6920.00,6920.00,6240.00,6450.00,960000
000020.KS,20010917,6450.00,6600.00,5840.00,5840.00,539000
000020.KS,20010918,6650.00,6710.00,6300.00,6630.00,965000
000020.KS,20010919,6630.00,7060.00,6550.00,6640.00,558000
000020.KS,20010920,6640.00,6640.00,6340.00,6530.00,430500
000020.KS,20010921,6490.00,6490.00,6220.00,6440.00,245500
000020.KS,20010925,6800.00,6800.00,6400.00,6500.00,488000
000020.KS,20010926,6700.00,6770.00,6560.00,6730.00,561000
000020.KS,20010927,6850.00,6950.00,6680.00,6770.00,357500
000020.KS,20011004,7200.00,7400.00,7000.00,7390.00,728500
000020.KS,20011005,7270.00,7350.00,7120.00,7200.00,303000
000020.KS,20011008,7050.00,7130.00,6950.00,7010.00,291000
000020.KS,20011009,7130.00,7380.00,7050.00,7150.00,545000
000020.KS,20011010,7010.00,7300.00,7010.00,7110.00,427000
000020.KS,20011011,7250.00,7350.00,7130.00,7190.00,543500
000020.KS,20011012,7250.00,7280.00,7050.00,7130.00,441500
000020.KS,20011015,7300.00,7760.00,7240.00,7550.00,2068500
000020.KS,20011016,7450.00,7490.00,7300.00,7350.00,858500
000020.KS,20011017,7480.00,7480.00,7320.00,7400.00,515500
000020.KS,20011018,7500.00,7580.00,7160.00,7180.00,739000
000020.KS,20011019,7280.00,7400.00,7210.00,7300.00,344000
000020.KS,20011022,7200.00,7350.00,7200.00,7350.00,277500
000020.KS,20011023,7400.00,7420.00,7250.00,7250.00,377500
000020.KS,20011024,7250.00,7400.00,7250.00,7270.00,304500
000020.KS,20011025,7310.00,7330.00,7240.00,7250.00,271500
000020.KS,20011026,7270.00,7310.00,7200.00,7250.00,306000
000020.KS,20011029,7210.00,7370.00,7210.00,7300.00,308500
000020.KS,20011030,7300.00,7300.00,7050.00,7090.00,238000
000020.KS,20011031,7010.00,7170.00,6990.00,7090.00,325000
000020.KS,20011101,7200.00,7570.00,7200.00,7570.00,1656000
000020.KS,20011102,7800.00,8420.00,7800.00,8250.00,3821500
000020.KS,20011105,8380.00,8570.00,8130.00,8130.00,1224000
000020.KS,20011106,8300.00,9200.00,8300.00,9190.00,3233000
000020.KS,20011107,9100.00,9500.00,8800.00,8860.00,1925000
000020.KS,20011108,9000.00,9050.00,8570.00,8570.00,1123500
000020.KS,20011112,8210.00,8580.00,8210.00,8550.00,645000
000020.KS,20011113,8550.00,8550.00,8300.00,8350.00,481000
000020.KS,20011114,8370.00,8740.00,8300.00,8700.00,1778500
000020.KS,20011115,8800.00,9600.00,8700.00,9130.00,3216500
000020.KS,20011116,9200.00,9380.00,8950.00,8950.00,1193000
000020.KS,20011119,9100.00,9200.00,8900.00,9200.00,926500
000020.KS,20011120,9400.00,10100.00,9330.00,9900.00,3373000
000020.KS,20011121,9840.00,10300.00,9780.00,10000.00,1588500
000020.KS,20011122,10500.00,10600.00,10200.00,10250.00,1018500
000020.KS,20011123,10050.00,10650.00,10050.00,10600.00,795000
000020.KS,20011126,10800.00,11000.00,10250.00,10500.00,972500
000020.KS,20011127,10800.00,10800.00,10350.00,10350.00,721500
000020.KS,20011128,10100.00,10200.00,9400.00,9600.00,708500
000020.KS,20011129,9600.00,9730.00,9300.00,9600.00,353000
000020.KS,20011130,9700.00,9790.00,9560.00,9700.00,739000
000020.KS,20011203,9820.00,10300.00,9820.00,10200.00,709000
000020.KS,20011204,10300.00,10300.00,9920.00,9920.00,386500
000020.KS,20011205,9950.00,10500.00,9950.00,10250.00,815000
000020.KS,20011206,10250.00,10450.00,9910.00,9920.00,732500
000020.KS,20011207,9980.00,10350.00,9900.00,10000.00,665000
000020.KS,20011210,10000.00,10500.00,9540.00,9950.00,426000
000020.KS,20011211,9730.00,9940.00,9420.00,9450.00,657500
000020.KS,20011212,9400.00,9550.00,9160.00,9400.00,459500
000020.KS,20011213,9300.00,9400.00,9150.00,9210.00,840000
000020.KS,20011214,9100.00,9370.00,9050.00,9150.00,598000
000020.KS,20011217,9200.00,9260.00,8780.00,8780.00,457000
000020.KS,20011218,8550.00,8960.00,8550.00,8710.00,391500
000020.KS,20011219,8900.00,8900.00,8430.00,8460.00,268500
000020.KS,20011220,8400.00,8750.00,8350.00,8530.00,253000
000020.KS,20011221,8600.00,9190.00,8560.00,9000.00,590000
000020.KS,20011224,8830.00,8920.00,8730.00,8730.00,131500
000020.KS,20011226,8800.00,8990.00,8800.00,8870.00,230500
000020.KS,20011227,8870.00,9090.00,8820.00,9010.00,222500
000020.KS,20011228,9090.00,9200.00,8950.00,9190.00,225500
000020.KS,20020102,9210.00,9500.00,9120.00,9310.00,321500
000020.KS,20020104,9110.00,9290.00,9050.00,9070.00,396500
000020.KS,20020107,9010.00,9190.00,8980.00,9000.00,366000
000020.KS,20020108,9100.00,9290.00,9100.00,9150.00,427500
000020.KS,20020109,9210.00,9300.00,8950.00,9000.00,404500
000020.KS,20020110,9100.00,9100.00,8930.00,8930.00,384500
000020.KS,20020111,9100.00,9890.00,9010.00,9660.00,2789000
000020.KS,20020114,9710.00,10450.00,9230.00,9400.00,3103500
000020.KS,20020115,9620.00,9710.00,9180.00,9180.00,1200000
000020.KS,20020116,9180.00,9260.00,8960.00,8960.00,695500
000020.KS,20020117,8960.00,9000.00,8670.00,8800.00,808000
000020.KS,20020118,8860.00,9100.00,8800.00,8900.00,956500
000020.KS,20020121,8950.00,9200.00,8900.00,9080.00,930500
000020.KS,20020122,9190.00,9230.00,9010.00,9070.00,486500
000020.KS,20020123,9220.00,9450.00,9120.00,9300.00,1096500
000020.KS,20020124,9470.00,9470.00,9210.00,9230.00,778000
000020.KS,20020125,9330.00,9680.00,9200.00,9410.00,1094500
000020.KS,20020128,9600.00,9650.00,9360.00,9650.00,858500
000020.KS,20020129,9650.00,9650.00,9450.00,9450.00,427000
000020.KS,20020130,9360.00,9390.00,9030.00,9060.00,563000
000020.KS,20020201,9760.00,10200.00,9510.00,9600.00,1917500
000020.KS,20020204,9600.00,9750.00,9400.00,9500.00,772000
000020.KS,20020205,9510.00,9920.00,9420.00,9810.00,1401500
000020.KS,20020206,9810.00,10150.00,9810.00,9900.00,982000
000020.KS,20020207,9950.00,9950.00,9410.00,9410.00,610000
000020.KS,20020208,9490.00,9490.00,9280.00,9430.00,480500
000020.KS,20020214,9600.00,9800.00,9460.00,9670.00,586000
000020.KS,20020215,9650.00,9740.00,9540.00,9550.00,404500
000020.KS,20020218,9780.00,9990.00,9710.00,9710.00,920000
000020.KS,20020219,9780.00,9780.00,9610.00,9680.00,463000
000020.KS,20020220,9610.00,9880.00,9610.00,9650.00,466500
000020.KS,20020221,9650.00,9970.00,9650.00,9940.00,583000
000020.KS,20020222,9930.00,10700.00,9860.00,10150.00,2458000
000020.KS,20020225,10500.00,10550.00,10050.00,10250.00,1036000
000020.KS,20020226,10350.00,10700.00,10100.00,10400.00,1067500
000020.KS,20020227,10500.00,10800.00,10400.00,10400.00,1019500
000020.KS,20020228,10450.00,10500.00,10100.00,10200.00,757000
000020.KS,20020304,10500.00,10500.00,10100.00,10100.00,691000
000020.KS,20020305,10100.00,10200.00,9870.00,9950.00,962500
000020.KS,20020306,9910.00,10150.00,9910.00,10000.00,647000
000020.KS,20020307,10200.00,10200.00,9910.00,9920.00,439000
000020.KS,20020308,9990.00,10000.00,9640.00,9750.00,746500
000020.KS,20020311,9750.00,9800.00,9600.00,9700.00,571500
000020.KS,20020312,9650.00,9860.00,9650.00,9780.00,453500
000020.KS,20020313,9700.00,10150.00,9700.00,9950.00,1242000
000020.KS,20020314,10000.00,10150.00,9850.00,9900.00,624000
000020.KS,20020315,9900.00,10350.00,9900.00,10300.00,1230000
000020.KS,20020318,10450.00,10500.00,10250.00,10400.00,861000
000020.KS,20020319,10550.00,10700.00,10300.00,10300.00,801000
000020.KS,20020320,10400.00,10700.00,10300.00,10450.00,1013000
000020.KS,20020321,10600.00,11150.00,10550.00,10650.00,1835500
000020.KS,20020322,10800.00,11000.00,10600.00,10700.00,814500
000020.KS,20020325,10900.00,11050.00,10550.00,10700.00,752500
000020.KS,20020326,10700.00,11300.00,10600.00,11200.00,1981000
000020.KS,20020327,11200.00,11300.00,10850.00,10900.00,1028500
000020.KS,20020328,10700.00,10850.00,10300.00,10350.00,1119500
000020.KS,20020329,10400.00,10500.00,9910.00,9950.00,548500
000020.KS,20020401,10000.00,10100.00,9560.00,9560.00,687000
000020.KS,20020402,9410.00,9650.00,9300.00,9540.00,489000
000020.KS,20020403,9600.00,9680.00,9500.00,9560.00,434000
000020.KS,20020404,9550.00,9650.00,9470.00,9500.00,378500
000020.KS,20020408,9450.00,9600.00,9420.00,9430.00,483000
000020.KS,20020409,9450.00,9550.00,9250.00,9250.00,447500
000020.KS,20020410,9250.00,9260.00,8890.00,8900.00,503500
000020.KS,20020411,9000.00,9290.00,9000.00,9110.00,310000
000020.KS,20020412,9100.00,9200.00,9010.00,9200.00,155000
000020.KS,20020415,9310.00,9360.00,9220.00,9260.00,253500
000020.KS,20020416,9270.00,9370.00,9200.00,9290.00,290000
000020.KS,20020417,9300.00,9460.00,9300.00,9350.00,377500
000020.KS,20020418,9290.00,9350.00,9210.00,9250.00,247000
000020.KS,20020419,9250.00,9300.00,9040.00,9040.00,264500
000020.KS,20020422,9040.00,9050.00,8800.00,8810.00,382500
000020.KS,20020423,8810.00,8820.00,8600.00,8610.00,204500
000020.KS,20020424,8520.00,8850.00,8520.00,8630.00,191000
000020.KS,20020425,8500.00,8500.00,8080.00,8250.00,291000
000020.KS,20020426,8100.00,8300.00,8100.00,8300.00,200000
000020.KS,20020429,8050.00,8200.00,7980.00,8000.00,142500
000020.KS,20020430,7900.00,8110.00,7900.00,8000.00,111000
000020.KS,20020502,8250.00,8250.00,8030.00,8150.00,102500
000020.KS,20020503,8020.00,8200.00,7990.00,8050.00,107000
000020.KS,20020506,8000.00,8140.00,7970.00,8020.00,51500
000020.KS,20020507,7920.00,8650.00,7890.00,8300.00,637500
000020.KS,20020508,8230.00,8380.00,8100.00,8310.00,194000
000020.KS,20020509,8390.00,8630.00,8300.00,8370.00,246500
000020.KS,20020510,8440.00,8500.00,8210.00,8290.00,77500
000020.KS,20020513,8110.00,8340.00,8110.00,8250.00,92500
000020.KS,20020514,8280.00,8360.00,8260.00,8360.00,119500
000020.KS,20020515,8450.00,8700.00,8370.00,8410.00,284500
000020.KS,20020516,8500.00,8700.00,8500.00,8630.00,172500
000020.KS,20020517,8590.00,8680.00,8450.00,8480.00,152500
000020.KS,20020520,8500.00,8520.00,8400.00,8400.00,150500
000020.KS,20020521,8370.00,8370.00,8120.00,8120.00,209500
000020.KS,20020522,8100.00,8190.00,8050.00,8150.00,95500
000020.KS,20020523,8150.00,8220.00,8060.00,8060.00,159500
000020.KS,20020524,8320.00,8410.00,8200.00,8200.00,137000
000020.KS,20020527,8200.00,8220.00,8010.00,8010.00,126500
000020.KS,20020528,8040.00,8100.00,7970.00,8010.00,113000
000020.KS,20020529,8010.00,8010.00,7800.00,7870.00,199000
000020.KS,20020530,7850.00,7990.00,7800.00,7960.00,160000
000020.KS,20020531,7970.00,8090.00,7850.00,7960.00,97000
000020.KS,20020603,7780.00,7960.00,7520.00,7960.00,101000
000020.KS,20020604,7960.00,7960.00,7700.00,7960.00,72000
000020.KS,20020605,8010.00,8010.00,7870.00,7980.00,66500
000020.KS,20020607,7940.00,7950.00,7740.00,7950.00,63000
000020.KS,20020610,7850.00,8000.00,7850.00,7900.00,69500
000020.KS,20020611,8050.00,8050.00,7900.00,7950.00,41500
000020.KS,20020612,7950.00,7990.00,7900.00,7950.00,84000
000020.KS,20020614,8050.00,8050.00,7930.00,7950.00,56500
000020.KS,20020617,7970.00,8200.00,7900.00,8070.00,140500
000020.KS,20020618,8150.00,8240.00,8080.00,8080.00,86500
000020.KS,20020619,8100.00,8150.00,7710.00,7950.00,146500
000020.KS,20020620,7950.00,7950.00,7780.00,7800.00,66500
000020.KS,20020621,7660.00,7820.00,7660.00,7790.00,65500
000020.KS,20020624,7790.00,7790.00,7520.00,7720.00,93000
000020.KS,20020625,7720.00,7800.00,7500.00,7500.00,100000
000020.KS,20020626,7340.00,7360.00,6860.00,6860.00,176500
000020.KS,20020627,7010.00,7070.00,6850.00,6880.00,113000
000020.KS,20020628,7030.00,7250.00,7000.00,7250.00,217000
000020.KS,20020702,7250.00,7250.00,7000.00,7160.00,460000
000020.KS,20020703,7200.00,7350.00,7130.00,7300.00,146500
000020.KS,20020704,7300.00,7400.00,7250.00,7400.00,109500
000020.KS,20020705,7400.00,7500.00,7360.00,7440.00,129500
000020.KS,20020708,7540.00,7550.00,7250.00,7310.00,117500
000020.KS,20020709,7200.00,7480.00,7200.00,7450.00,137500
000020.KS,20020710,7300.00,7450.00,7270.00,7440.00,141500
000020.KS,20020711,7230.00,7390.00,7200.00,7210.00,172500
000020.KS,20020712,7220.00,7430.00,7220.00,7400.00,93500
000020.KS,20020715,7510.00,7510.00,7250.00,7250.00,145000
000020.KS,20020716,7400.00,7400.00,7160.00,7250.00,117500
000020.KS,20020718,7230.00,7320.00,7150.00,7200.00,77000
000020.KS,20020719,7190.00,7190.00,7030.00,7150.00,139000
000020.KS,20020722,7000.00,7000.00,6850.00,6950.00,183500
000020.KS,20020723,6820.00,7060.00,6820.00,7000.00,116000
000020.KS,20020724,6860.00,6950.00,6850.00,6870.00,108500
000020.KS,20020725,7010.00,7080.00,6970.00,7000.00,96000
000020.KS,20020726,7010.00,7200.00,6820.00,6890.00,148000
000020.KS,20020729,7000.00,7200.00,6950.00,7050.00,104500
000020.KS,20020730,7050.00,7390.00,7050.00,7050.00,161500
000020.KS,20020731,7110.00,7690.00,7080.00,7450.00,291000
000020.KS,20020801,7500.00,7500.00,7130.00,7130.00,97000
000020.KS,20020802,7110.00,7110.00,6900.00,7000.00,119500
000020.KS,20020805,7000.00,7000.00,6820.00,6850.00,121500
000020.KS,20020806,6850.00,6990.00,6800.00,6950.00,116500
000020.KS,20020807,7010.00,7130.00,6990.00,6990.00,115500
000020.KS,20020808,7010.00,7200.00,7010.00,7010.00,129500
000020.KS,20020809,7100.00,7400.00,7070.00,7340.00,230500
000020.KS,20020812,7340.00,7340.00,7200.00,7200.00,57500
000020.KS,20020813,7260.00,7320.00,7200.00,7240.00,127500
000020.KS,20020814,7160.00,7370.00,7160.00,7370.00,92500
000020.KS,20020816,7400.00,7470.00,7150.00,7150.00,123500
000020.KS,20020819,7150.00,7240.00,7020.00,7020.00,176000
000020.KS,20020820,7150.00,7560.00,7120.00,7350.00,281500
000020.KS,20020821,7350.00,7420.00,7190.00,7220.00,219000
000020.KS,20020822,7390.00,7390.00,7230.00,7350.00,131500
000020.KS,20020826,7320.00,7480.00,7260.00,7430.00,203500
000020.KS,20020827,7500.00,7620.00,7410.00,7420.00,198000
000020.KS,20020828,7430.00,7520.00,7350.00,7350.00,132500
000020.KS,20020829,7340.00,7380.00,7240.00,7270.00,200500
000020.KS,20020830,7310.00,7490.00,7280.00,7430.00,207500
000020.KS,20020902,7580.00,7580.00,7380.00,7440.00,123500
000020.KS,20020903,7500.00,7500.00,7320.00,7330.00,157000
000020.KS,20020904,7250.00,7250.00,7120.00,7190.00,226500
000020.KS,20020905,7220.00,7330.00,7200.00,7310.00,155500
000020.KS,20020906,7410.00,8200.00,7380.00,7690.00,1256000
000020.KS,20020909,7900.00,7910.00,7160.00,7200.00,369000
000020.KS,20020910,7230.00,7340.00,7160.00,7290.00,247500
000020.KS,20020911,7300.00,7620.00,7300.00,7430.00,352500
000020.KS,20020912,7400.00,7640.00,7400.00,7410.00,260500
000020.KS,20020913,7420.00,7420.00,7180.00,7190.00,209000
000020.KS,20020916,7250.00,7490.00,7250.00,7390.00,220000
000020.KS,20020917,7390.00,7800.00,7350.00,7700.00,558500
000020.KS,20020918,7690.00,7820.00,7500.00,7520.00,505500
000020.KS,20020919,7720.00,8640.00,7650.00,8200.00,3880500
000020.KS,20020923,8100.00,8400.00,7770.00,7790.00,878500
000020.KS,20020924,7780.00,7790.00,7400.00,7400.00,754000
000020.KS,20020925,7400.00,7510.00,7130.00,7210.00,488500
000020.KS,20020926,7230.00,7400.00,7100.00,7120.00,484500
000020.KS,20020927,7020.00,7210.00,7020.00,7090.00,227000
000020.KS,20020930,7000.00,7070.00,6910.00,6920.00,284000
000020.KS,20021001,6920.00,7050.00,6900.00,7000.00,113000
000020.KS,20021002,7120.00,7230.00,6950.00,6950.00,260500
000020.KS,20021004,6900.00,7120.00,6900.00,7000.00,93000
000020.KS,20021007,7000.00,7000.00,6820.00,6870.00,225500
000020.KS,20021008,6820.00,6950.00,6820.00,6950.00,102500
000020.KS,20021009,7000.00,7060.00,6850.00,6880.00,83500
000020.KS,20021010,6820.00,6830.00,6650.00,6680.00,156500
000020.KS,20021011,6760.00,6840.00,6660.00,6670.00,68500
000020.KS,20021014,6700.00,6950.00,6700.00,6870.00,133500
000020.KS,20021015,7000.00,7000.00,6810.00,6930.00,142500
000020.KS,20021016,7050.00,7050.00,6850.00,6860.00,176500
000020.KS,20021017,6940.00,6940.00,6720.00,6860.00,145500
000020.KS,20021018,6940.00,7090.00,6900.00,7090.00,268500
000020.KS,20021021,7120.00,7160.00,6960.00,6960.00,189500
000020.KS,20021022,7060.00,7060.00,6800.00,6800.00,142000
000020.KS,20021023,6810.00,6940.00,6800.00,6900.00,90500
000020.KS,20021024,7080.00,7080.00,6800.00,6850.00,161000
000020.KS,20021025,6800.00,6900.00,6770.00,6800.00,80500
000020.KS,20021028,6820.00,6920.00,6820.00,6900.00,113500
000020.KS,20021029,6940.00,6940.00,6850.00,6930.00,65500
000020.KS,20021030,6940.00,6960.00,6810.00,6890.00,81000
000020.KS,20021031,6900.00,6900.00,6810.00,6810.00,70000
000020.KS,20021101,6890.00,6890.00,6750.00,6750.00,94500
000020.KS,20021104,6830.00,6830.00,6750.00,6810.00,65500
000020.KS,20021105,6800.00,6840.00,6720.00,6730.00,80500
000020.KS,20021106,6850.00,6850.00,6730.00,6800.00,87000
000020.KS,20021107,6830.00,6860.00,6770.00,6770.00,82500
000020.KS,20021108,6770.00,6790.00,6740.00,6750.00,105000
000020.KS,20021111,6680.00,6770.00,6680.00,6720.00,46000
000020.KS,20021112,6700.00,6760.00,6670.00,6720.00,75500
000020.KS,20021113,6720.00,6760.00,6710.00,6720.00,64500
000020.KS,20021114,6710.00,6810.00,6710.00,6770.00,159500
000020.KS,20021115,6840.00,6870.00,6740.00,6790.00,73000
000020.KS,20021118,6750.00,6840.00,6730.00,6730.00,48500
000020.KS,20021119,6850.00,6850.00,6710.00,6720.00,70000
000020.KS,20021120,6780.00,6860.00,6730.00,6840.00,163000
000020.KS,20021121,6930.00,6930.00,6800.00,6810.00,120500
000020.KS,20021122,6900.00,6900.00,6770.00,6830.00,136000
000020.KS,20021125,6860.00,6870.00,6780.00,6790.00,77500
000020.KS,20021126,6810.00,6830.00,6770.00,6800.00,101000
000020.KS,20021127,6800.00,6850.00,6790.00,6830.00,109500
000020.KS,20021128,6900.00,7000.00,6870.00,6930.00,221500
000020.KS,20021129,6940.00,7060.00,6910.00,6950.00,110000
000020.KS,20021203,7010.00,7080.00,6950.00,7040.00,209500
000020.KS,20021204,7050.00,7050.00,6920.00,6960.00,151000
000020.KS,20021205,7000.00,7090.00,6950.00,7090.00,114000
000020.KS,20021206,7120.00,7120.00,6960.00,6970.00,78500
000020.KS,20021209,6930.00,7050.00,6910.00,6920.00,160000
000020.KS,20021210,6900.00,7330.00,6900.00,7050.00,507000
000020.KS,20021211,7140.00,7140.00,6970.00,7010.00,130000
000020.KS,20021212,7080.00,7080.00,6960.00,6970.00,164500
000020.KS,20021213,7020.00,7050.00,6970.00,7020.00,111500
000020.KS,20021216,7000.00,7050.00,6970.00,6970.00,132000
000020.KS,20021217,7000.00,7050.00,6900.00,7000.00,185000
000020.KS,20021218,7000.00,7020.00,6930.00,6980.00,102500
000020.KS,20021220,6940.00,6970.00,6880.00,6880.00,71500
000020.KS,20021223,6920.00,7030.00,6690.00,6720.00,120000
000020.KS,20021224,6720.00,6790.00,6550.00,6700.00,77000
000020.KS,20021226,6650.00,6830.00,6620.00,6640.00,116000
000020.KS,20021227,6640.00,6700.00,6620.00,6660.00,90500
000020.KS,20021230,6650.00,6650.00,6420.00,6510.00,263500
000020.KS,20030102,6510.00,6600.00,6460.00,6600.00,56500
000020.KS,20030103,6670.00,6760.00,6670.00,6730.00,84000
000020.KS,20030106,6670.00,6740.00,6620.00,6670.00,152500
000020.KS,20030107,6690.00,6730.00,6600.00,6610.00,162500
000020.KS,20030108,6730.00,6730.00,6610.00,6610.00,59000
000020.KS,20030109,6640.00,6640.00,6530.00,6560.00,119500
000020.KS,20030110,6640.00,6640.00,6480.00,6540.00,112000
000020.KS,20030113,6470.00,6630.00,6470.00,6600.00,51500
000020.KS,20030114,6640.00,6650.00,6510.00,6650.00,133500
000020.KS,20030115,6690.00,6690.00,6570.00,6640.00,109000
000020.KS,20030116,6600.00,6680.00,6550.00,6650.00,77500
000020.KS,20030117,6740.00,6740.00,6600.00,6600.00,73000
